,Country,League,Club Name,Jersey Number,National,Name,Age,Matched Played,Goals,Yellow Cards,Red Card
20,Costa Rica,Primera Division,Guadalupe,23,Costa Rica,Nunez Sergio,?,13,0,0,0
21,Costa Rica,Primera Division,Guadalupe,14,Costa Rica,Porras Jose,24,0,0,0,0
22,Costa Rica,Primera Division,Guadalupe,33,Costa Rica,Rojas Darryn,20,0,0,0,0
23,Costa Rica,Primera Division,Guadalupe,25,Costa Rica,Torres Giovanny,?,0,0,0,0
24,Costa Rica,Primera Division,Guadalupe,29,Costa Rica,Villalobos Wilson,21,4,1,0,0
25,Costa Rica,Primera Division,Guadalupe,7,Costa Rica,Gomez Rodriguez Andres,19,18,4,1,0
26,Costa Rica,Primera Division,Guadalupe,11,Costa Rica,Martinez Alonso,21,14,5,0,0
27,Costa Rica,Primera Division,Guadalupe,9,Costa Rica,Zamora Frank,28,18,11,8,0
0,Guatemala,Liga Nacional,Comunicaciones,1,Panama,Calderon Jose,34,6,0,0,0
1,Guatemala,Liga Nacional,Comunicaciones,23,Guatemala,Moscoso Kevin,26,0,0,0,0
2,Guatemala,Liga Nacional,Comunicaciones,27,Guatemala,Perez Fredy,24,0,0,0,0
3,Guatemala,Liga Nacional,Comunicaciones,13,Guatemala,Castrillo Carlos,34,2,0,1,1
4,Guatemala,Liga Nacional,Comunicaciones,20,Guatemala,Gordillo Gerardo,25,5,2,2,0
5,Guatemala,Liga Nacional,Comunicaciones,14,Guatemala,Morales Rafael,31,6,0,1,0
6,Guatemala,Liga Nacional,Comunicaciones,4,Costa Rica,Umana Michael,37,6,0,2,0
7,Guatemala,Liga Nacional,Comunicaciones,32,Guatemala,Chinchilla Deiveth,?,0,0,0,0
8,Guatemala,Liga Nacional,Comunicaciones,17,Guatemala,Galindo Alejandro Miguel,27,3,0,2,0
9,Guatemala,Liga Nacional,Comunicaciones,34,Guatemala,Garcia Garcia Nelson Ivan,?,2,0,0,0
10,Guatemala,Liga Nacional,Comunicaciones,5,Argentina,Hernandez Cristian,24,5,1,0,0
11,Guatemala,Liga Nacional,Comunicaciones,26,Guatemala,L. Garcia,?,2,0,0,0
12,Guatemala,Liga Nacional,Comunicaciones,16,Guatemala,Lemus Kener,25,1,0,0,0
13,Guatemala,Liga Nacional,Comunicaciones,7,Uruguay,Lombardi Rodriguez Maximiliano,32,5,0,2,0
14,Guatemala,Liga Nacional,Comunicaciones,31,Guatemala,Robles Stheven,24,6,0,0,0
15,Guatemala,Liga Nacional,Comunicaciones,,Guatemala,Rodriguez Richard,?,0,0,0,0
16,Guatemala,Liga Nacional,Comunicaciones,8,Guatemala,Saravia Rodrigo,26,6,0,2,0
17,Guatemala,Liga Nacional,Comunicaciones,28,Guatemala,Thompson Fredy,37,5,0,1,0
18,Guatemala,Liga Nacional,Comunicaciones,15,Guatemala,Vargas Jorge,26,6,1,1,0
19,Guatemala,Liga Nacional,Comunicaciones,19,Guatemala,Betancourth Robin Osvaldo,28,5,0,1,0
20,Guatemala,Liga Nacional,Comunicaciones,9,Guatemala,Chinchilla Edgar,32,1,0,0,0
21,Guatemala,Liga Nacional,Comunicaciones,25,Guatemala,Estrada Carlos,22,1,0,0,0
22,Guatemala,Liga Nacional,Comunicaciones,2,Guatemala,Grijalva Kevin,24,0,0,0,0
23,Guatemala,Liga Nacional,Comunicaciones,11,Mexico,Herrera Agustin,34,5,1,0,0
0,Guatemala,Liga Nacional,Antigua,33,Guatemala,Ayala Gonzalez Victor Manuel,30,0,0,0,0
1,Guatemala,Liga Nacional,Antigua,31,Guatemala,Moran Luis,?,2,0,0,0
2,Guatemala,Liga Nacional,Antigua,26,Guatemala,Jimenez Martinez Cristian Alexander,24,2,0,0,0
3,Guatemala,Liga Nacional,Antigua,3,Costa Rica,Mena Jose,30,2,0,0,0
4,Guatemala,Liga Nacional,Antigua,6,Guatemala,Pinto Jose,26,2,0,0,0
5,Guatemala,Liga Nacional,Antigua,10,Guatemala,Aguilar Pablo,24,2,0,0,0
6,Guatemala,Liga Nacional,Antigua,12,Guatemala,Ardon Castellanos Jose Agustin,19,0,0,0,0
7,Guatemala,Liga Nacional,Antigua,5,Canada,Dominguez-Ramirez Marco Leonel,23,1,0,0,0
8,Guatemala,Liga Nacional,Antigua,31,Costa Rica,Lezcano Andres,29,2,0,0,0
9,Guatemala,Liga Nacional,Antigua,25,Argentina,Mingorance Pablo,30,2,0,2,1
10,Guatemala,Liga Nacional,Antigua,21,Guatemala,Ojeda Christian,23,2,0,0,0
11,Guatemala,Liga Nacional,Antigua,22,Mexico,Pacheco Edgar,29,2,1,0,0
12,Guatemala,Liga Nacional,Antigua,71,Guatemala,Ramirez Christopher,25,0,0,0,0
13,Guatemala,Liga Nacional,Antigua,14,Guatemala,Ruiz Jose,23,1,0,0,0
14,Guatemala,Liga Nacional,Antigua,18,Mexico,Arce Ricardo,26,2,0,0,0
15,Guatemala,Liga Nacional,Antigua,77,Guatemala,Arreola Jairo,34,2,0,0,0
16,Guatemala,Liga Nacional,Antigua,23,Guatemala,Barrientos Albert,25,1,0,0,0
17,Guatemala,Liga Nacional,Antigua,9,Costa Rica,Porras Anllel,28,2,0,0,0
0,Guatemala,Liga Nacional,Guastatoya,12,Guatemala,Rodriguez Josualdo,28,0,0,0,0
1,Guatemala,Liga Nacional,Guastatoya,1,Costa Rica,de Lemos Adrian,37,2,0,0,0
2,Guatemala,Liga Nacional,Guastatoya,25,Guatemala,Aparicio Jorge,27,1,0,0,0
3,Guatemala,Liga Nacional,Guastatoya,3,Honduras,Crisanto Garcia Santos Israel,25,2,0,0,0
4,Guatemala,Liga Nacional,Guastatoya,2,Mexico,Dominguez Omar,31,2,0,0,0
5,Guatemala,Liga Nacional,Guastatoya,8,Costa Rica,Gatgens Jorge,31,2,0,0,0
6,Guatemala,Liga Nacional,Guastatoya,32,Guatemala,Lemus Bryan,25,1,0,0,0
7,Guatemala,Liga Nacional,Guastatoya,5,Guatemala,Marquez Ardon Jose Alberto,31,2,0,0,0
8,Guatemala,Liga Nacional,Guastatoya,16,Guatemala,Morales Ruben,32,2,0,1,0
9,Guatemala,Liga Nacional,Guastatoya,22,Guatemala,Pineda Wilson,26,2,0,0,0
10,Guatemala,Liga Nacional,Guastatoya,28,Guatemala,Corena Jose,27,2,0,2,0
11,Guatemala,Liga Nacional,Guastatoya,11,Costa Rica,Navarro Aaron,?,1,0,0,0
12,Guatemala,Liga Nacional,Guastatoya,18,Guatemala,Orellana Fredy,?,1,0,0,0
13,Guatemala,Liga Nacional,Guastatoya,20,Guatemala,Reyes Cristian,?,0,0,0,0
14,Guatemala,Liga Nacional,Guastatoya,10,Mexico,Guzman Daniel,27,2,0,0,0
15,Guatemala,Liga Nacional,Guastatoya,24,Guatemala,Herrarte Kendel,27,2,1,0,0
16,Guatemala,Liga Nacional,Guastatoya,27,Mexico,Landin Luis Angel,34,2,0,0,0
17,Guatemala,Liga Nacional,Guastatoya,7,Guatemala,Martinez Luis,27,2,0,0,0
18,Guatemala,Liga Nacional,Guastatoya,19,Guatemala,Miranda Nery Nelson Enrique,28,0,0,0,0
0,Guatemala,Liga Nacional,Siquinala,,Guatemala,Mendez Garcia Ricardo Antonio,?,1,0,0,1
1,Guatemala,Liga Nacional,Siquinala,,Guatemala,Morales Brayan,?,2,1,0,1
2,Guatemala,Liga Nacional,Siquinala,,Guatemala,Morales Jose,22,1,0,0,1
3,Guatemala,Liga Nacional,Siquinala,3,Uruguay,Techera Wilinton,?,4,2,1,2
4,Guatemala,Liga Nacional,Siquinala,,Guatemala,Ardon Marroquin Ederick Manuel,?,1,0,0,0
5,Guatemala,Liga Nacional,Siquinala,15,Guatemala,Del Aguila Martinez Jose Javier,28,1,0,1,1
6,Guatemala,Liga Nacional,Siquinala,,Guatemala,Galvez Carrera Lusvin Rolando,22,1,0,1,0
7,Guatemala,Liga Nacional,Siquinala,,Guatemala,Juarez Luis,?,1,0,1,0
8,Guatemala,Liga Nacional,Siquinala,,Colombia,Negrete Martinez Marlon Jose,33,1,1,0,0
9,Guatemala,Liga Nacional,Siquinala,,Guatemala,Priego Aguilar Julian Antonio de Jesus,32,2,2,0,0
10,Guatemala,Liga Nacional,Siquinala,,Guatemala,Rodas Oliver,?,3,2,0,0
11,Guatemala,Liga Nacional,Siquinala,,Guatemala,Rosas Luis,20,2,2,0,0
12,Guatemala,Liga Nacional,Siquinala,,Guatemala,Ruano Fredy,29,1,0,0,1
13,Guatemala,Liga Nacional,Siquinala,,South Korea,Sun You-Kin,24,1,1,0,0
14,Guatemala,Liga Nacional,Siquinala,,El Salvador,Tobar Jose,32,1,1,0,0
15,Guatemala,Liga Nacional,Siquinala,,Spain,Portero Alvaro,32,7,6,0,0
0,Haiti,Championnat National,Capoise,1,Haiti,Clervin Yves-Marie,34,2,0,0,0
1,Haiti,Championnat National,Capoise,23,Haiti,M. St. Fleur,21,0,0,0,0
2,Haiti,Championnat National,Capoise,16,Haiti,Celifort Douly,20,0,0,0,0
3,Haiti,Championnat National,Capoise,22,Haiti,Huguens Michel,25,2,0,0,0
4,Haiti,Championnat National,Capoise,24,Haiti,Mackenley Louis,27,2,0,0,0
5,Haiti,Championnat National,Capoise,10,Haiti,Noel Yvenet,21,2,0,1,0
6,Haiti,Championnat National,Capoise,32,Haiti,Stenio Laurent,20,0,0,0,0
7,Haiti,Championnat National,Capoise,30,Haiti,Valcourt Ojulesse,33,2,0,0,0
8,Haiti,Championnat National,Capoise,13,Haiti,Wenson Ferdinand,27,2,0,0,0
9,Haiti,Championnat National,Capoise,8,Haiti,Bachmy Joseph,18,2,0,0,0
10,Haiti,Championnat National,Capoise,29,Haiti,Belizaire Billy,19,2,0,0,0
11,Haiti,Championnat National,Capoise,34,Haiti,Nicolson Noel,20,1,0,0,0
12,Haiti,Championnat National,Capoise,19,Haiti,Saintilus Joseph,26,2,0,0,0
13,Haiti,Championnat National,Capoise,,Haiti,Valcourt Djoules,27,1,0,1,0
14,Haiti,Championnat National,Capoise,14,Haiti,Vilgrain Junior,26,1,0,0,0
15,Haiti,Championnat National,Capoise,11,Haiti,Beldor Marc,21,2,0,0,0
16,Haiti,Championnat National,Capoise,7,Haiti,Dorimain Yves,24,2,0,0,0
0,Honduras,Liga Nacional,Motagua,25,Honduras,Licona Marlon,28,0,0,0,0
1,Honduras,Liga Nacional,Motagua,19,Argentina,Rougier Jonathan,32,1,0,0,1
2,Honduras,Liga Nacional,Motagua,18,Honduras,Crisanto Wilmer,30,1,1,0,0
3,Honduras,Liga Nacional,Motagua,3,Honduras,Izaguirre Emilio,33,2,1,0,1
4,Honduras,Liga Nacional,Motagua,17,Honduras,Maldonado Munguia Denil Omar,21,3,1,0,2
5,Honduras,Liga Nacional,Motagua,35,Honduras,Melendez Cristopher,22,2,0,2,2
6,Honduras,Liga Nacional,Motagua,2,Honduras,Montes Juan Pablo,34,2,1,0,1
7,Honduras,Liga Nacional,Motagua,5,Honduras,Pereira Marcelo,24,1,1,0,0
8,Honduras,Liga Nacional,Motagua,31,Honduras,Sanchez Carlos Alfredo,29,0,0,0,0
9,Honduras,Liga Nacional,Motagua,16,Honduras,Castellanos Hector,26,1,0,0,1
10,Honduras,Liga Nacional,Motagua,24,Honduras,Elvir Casco Omar Josue,30,0,0,0,0
11,Honduras,Liga Nacional,Motagua,22,Argentina,Estigarribia Marcelo Luciano,24,6,6,0,0
12,Honduras,Liga Nacional,Motagua,10,Argentina,Galvaliz Matias Alejandro,30,4,4,0,0
13,Honduras,Liga Nacional,Motagua,23,Honduras,Jean-Baptiste Jack,19,0,0,0,0
14,Honduras,Liga Nacional,Motagua,6,Honduras,Mayorquin Reinieri,30,0,0,0,0
15,Honduras,Liga Nacional,Motagua,4,Honduras,Pena Sergio,32,1,2,0,0
16,Honduras,Liga Nacional,Motagua,26,Honduras,Salas Oscar,25,0,0,0,0
17,Honduras,Liga Nacional,Motagua,12,Honduras,Santos Colindres Raul Marcelo,27,0,0,0,0
18,Honduras,Liga Nacional,Motagua,14,Honduras,Bernardez Klifox,25,0,0,0,0
19,Honduras,Liga Nacional,Motagua,27,Honduras,Crisanto Felix,29,1,1,0,0
20,Honduras,Liga Nacional,Motagua,34,Honduras,Lopez Kevin Josue,23,4,5,0,0
21,Honduras,Liga Nacional,Motagua,21,Paraguay,Moreira Roberto,32,6,7,0,0
22,Honduras,Liga Nacional,Motagua,11,Honduras,Vega Marco,?,2,2,0,0
0,Honduras,Liga Nacional,Olimpia,22,Honduras,Fonseca Harold,26,4,0,0,0
1,Honduras,Liga Nacional,Olimpia,1,Honduras,Menjivar Edrick,26,2,0,0,0
2,Honduras,Liga Nacional,Olimpia,5,Honduras,Alvarado Ever,27,6,1,0,0
3,Honduras,Liga Nacional,Olimpia,6,Honduras,Beckeles Brayan,34,2,0,0,0
4,Honduras,Liga Nacional,Olimpia,26,Argentina,Ferrari Jonathan,?,3,1,0,0
5,Honduras,Liga Nacional,Olimpia,4,Honduras,Gomez Guzman Axel Daniel,19,0,0,0,0
6,Honduras,Liga Nacional,Olimpia,3,Honduras,Guity Elmer,23,2,0,0,0
7,Honduras,Liga Nacional,Olimpia,16,Honduras,Leveron Johnny,29,5,0,0,0
8,Honduras,Liga Nacional,Olimpia,25,Honduras,Oliva Casildo Elvin,22,0,0,0,0
9,Honduras,Liga Nacional,Olimpia,17,Honduras,Paz Hernandez Jhonatan Josue,24,4,0,1,0
10,Honduras,Liga Nacional,Olimpia,23,Honduras,Alvarez Jorge,21,5,1,1,0
11,Honduras,Liga Nacional,Olimpia,20,Honduras,Flores Deybi Aldair,23,5,1,0,0
12,Honduras,Liga Nacional,Olimpia,10,Argentina,Garrido Matias,33,6,1,0,0
13,Honduras,Liga Nacional,Olimpia,7,Honduras,Lanza Ovidio,30,1,0,0,0
14,Honduras,Liga Nacional,Olimpia,12,Argentina,Maidana Cristian Oscar,32,3,0,0,0
15,Honduras,Liga Nacional,Olimpia,29,Honduras,Mejia German,25,5,0,2,1
16,Honduras,Liga Nacional,Olimpia,31,Argentina,Morales Matias,28,3,0,0,0
17,Honduras,Liga Nacional,Olimpia,2,Honduras,Nunez Avila Maylor Alberto,23,1,0,0,0
18,Honduras,Liga Nacional,Olimpia,32,Honduras,Pineda Carlos,22,4,0,1,0
19,Honduras,Liga Nacional,Olimpia,8,Honduras,Reyes Jose,22,1,0,0,0
20,Honduras,Liga Nacional,Olimpia,15,Honduras,Rodriguez Edwin,20,4,0,1,0
21,Honduras,Liga Nacional,Olimpia,27,Honduras,Bengtson Jerry,32,5,1,0,0
22,Honduras,Liga Nacional,Olimpia,9,Honduras,Benguche Jorge,23,6,2,1,0
23,Honduras,Liga Nacional,Olimpia,30,Honduras,Hernandez Eddie,28,1,0,0,0
24,Honduras,Liga Nacional,Olimpia,14,Honduras,Lacayo Rochez Junior Alberto,24,6,1,0,0
25,Honduras,Liga Nacional,Olimpia,19,Honduras,Rochez Jairo,28,0,0,0,0
0,Honduras,Liga Nacional,Marathon,1,Honduras,Lopez Diaz Roberto Josue,24,0,0,0,0
1,Honduras,Liga Nacional,Marathon,25,Honduras,Torres Denovan,30,2,0,0,0
2,Honduras,Liga Nacional,Marathon,4,Panama,Azmahar Ariano,28,2,0,0,0
3,Honduras,Liga Nacional,Marathon,2,Honduras,Bernardez Bryan,25,2,0,2,0
4,Honduras,Liga Nacional,Marathon,21,Argentina,Espindola Esteban,27,2,0,1,0
5,Honduras,Liga Nacional,Marathon,29,Honduras,Johnson Bryan,30,1,0,0,0
6,Honduras,Liga Nacional,Marathon,12,Honduras,Lopez Carlos,26,0,0,0,0
7,Honduras,Liga Nacional,Marathon,12,Honduras,Perdomo Jose,26,0,0,0,0
8,Honduras,Liga Nacional,Marathon,,Honduras,Arriaga Kervin,21,0,0,0,0
9,Honduras,Liga Nacional,Marathon,16,Honduras,Banegas Allan,26,2,0,1,0
10,Honduras,Liga Nacional,Marathon,7,Honduras,Discua Carlos,35,2,0,0,0
11,Honduras,Liga Nacional,Marathon,15,Honduras,Espinoza Kevin,?,2,0,0,0
12,Honduras,Liga Nacional,Marathon,9,Honduras,Lopez Frelys,?,1,0,0,0
13,Honduras,Liga Nacional,Marathon,38,Honduras,Martinez Brayan,?,1,0,0,0
14,Honduras,Liga Nacional,Marathon,10,Honduras,Martinez Mario,30,1,0,0,0
15,Honduras,Liga Nacional,Marathon,8,Honduras,Rochez Carlos,24,2,0,0,0
16,Honduras,Liga Nacional,Marathon,30,Honduras,Solani Edwin,23,2,1,0,0
17,Honduras,Liga Nacional,Marathon,10,Honduras,Vargas Joshua,?,0,0,0,0
18,Honduras,Liga Nacional,Marathon,27,Venezuela,Arboleda Justin,28,2,1,1,0
19,Honduras,Liga Nacional,Marathon,11,Honduras,Berrios Castillo Victor Jesus,22,0,0,0,0
20,Honduras,Liga Nacional,Marathon,13,Honduras,Costly Carlos,37,1,0,0,0
21,Honduras,Liga Nacional,Marathon,23,Honduras,Flores Mayron,23,1,0,0,0
22,Honduras,Liga Nacional,Marathon,31,Colombia,Gutierrez Cuenca Yerson,25,2,0,0,0
23,Honduras,Liga Nacional,Marathon,,Honduras,Miranda Jeffry,17,0,0,0,0
0,Jamaica,Premier League,Waterhouse,1,Jamaica,Chambers Akeem,?,4,0,0,0
1,Jamaica,Premier League,Waterhouse,34,Jamaica,Haughton Diego,29,0,0,0,0
2,Jamaica,Premier League,Waterhouse,21,Jamaica,Binns Damion,28,3,0,0,0
3,Jamaica,Premier League,Waterhouse,28,Jamaica,Dewar Shawn,25,1,0,0,0
4,Jamaica,Premier League,Waterhouse,24,Jamaica,Miller Mark,33,3,0,1,0
5,Jamaica,Premier League,Waterhouse,9,Jamaica,Moulton Andre,26,2,0,0,0
6,Jamaica,Premier League,Waterhouse,47,Jamaica,Daley Keammar Rudolph,31,2,0,0,0
7,Jamaica,Premier League,Waterhouse,8,Jamaica,Finlayson Nicholy,33,3,0,1,1
8,Jamaica,Premier League,Waterhouse,15,Jamaica,Fletcher Andre,?,4,1,0,0
9,Jamaica,Premier League,Waterhouse,10,Jamaica,Howell Kenroy,26,4,0,0,0
10,Jamaica,Premier League,Waterhouse,14,Jamaica,Simpson Denilson,?,2,0,2,0
11,Jamaica,Premier League,Waterhouse,11,Jamaica,Stewart Tremaine,31,4,0,3,1
12,Jamaica,Premier League,Waterhouse,13,Jamaica,Thomas Ricardo,29,2,0,0,0
13,Jamaica,Premier League,Waterhouse,7,Jamaica,Williams Stephen David,29,3,0,2,0
14,Jamaica,Premier League,Waterhouse,16,Jamaica,Campbell Kymani,23,2,0,0,0
15,Jamaica,Premier League,Waterhouse,20,Jamaica,Thomas Denaro,25,4,0,0,0
16,Jamaica,Premier League,Waterhouse,37,Jamaica,Thomas Rafeik,35,1,0,0,0
0,Nicaragua,Liga Primera,Esteli,1,Nicaragua,Maradiaga Henry,29,2,0,0,0
1,Nicaragua,Liga Primera,Esteli,2,Mexico,Ayala Jaime,?,0,0,0,0
2,Nicaragua,Liga Primera,Esteli,4,Nicaragua,Casco Jason,29,2,0,0,0
3,Nicaragua,Liga Primera,Esteli,,Nicaragua,Gutierrez Cristhian,26,0,0,0,0
4,Nicaragua,Liga Primera,Esteli,20,Nicaragua,Lopez Oscar,27,2,0,1,0
5,Nicaragua,Liga Primera,Esteli,27,Nicaragua,Quijano Josue,28,2,0,0,0
6,Nicaragua,Liga Primera,Esteli,23,Nicaragua,Acevedo Oscar,22,1,0,0,0
7,Nicaragua,Liga Primera,Esteli,11,Nicaragua,Barrera Juan,30,1,1,0,0
8,Nicaragua,Liga Primera,Esteli,10,Argentina,Barroca Lucio,26,2,1,0,0
9,Nicaragua,Liga Primera,Esteli,6,Nicaragua,Betancur Jorge Andres,28,2,0,0,0
10,Nicaragua,Liga Primera,Esteli,14,Mexico,Leal Jesus,26,2,0,1,0
11,Nicaragua,Liga Primera,Esteli,3,Nicaragua,Lopez Luis Alfredo,?,1,0,1,0
12,Nicaragua,Liga Primera,Esteli,8,Nicaragua,Lopez Marlon,27,2,0,0,0
13,Nicaragua,Liga Primera,Esteli,,Nicaragua,Medina Harold,17,0,0,0,0
14,Nicaragua,Liga Primera,Esteli,13,Nicaragua,Paz Francisco,?,0,0,0,0
15,Nicaragua,Liga Primera,Esteli,7,Nicaragua,Rosas Manuel,36,2,0,0,0
16,Nicaragua,Liga Primera,Esteli,9,Mexico,Granados Marco,23,2,0,0,0
17,Nicaragua,Liga Primera,Esteli,15,Nicaragua,Moreno Ciorciari Jaime Jose,24,2,0,1,0
18,Nicaragua,Liga Primera,Esteli,19,Nicaragua,Rivas Ricardo,?,0,0,0,0
19,Nicaragua,Liga Primera,Esteli,12,Brazil,Vinicius,28,2,0,2,0
0,Argentina,Superliga,Boca Juniors,1,Argentina,Andrada Esteban,28,15,0,2,0
1,Argentina,Superliga,Boca Juniors,12,Argentina,Diaz Marcos,33,0,0,0,0
2,Argentina,Superliga,Boca Juniors,6,Paraguay,Alonso Junior,26,7,0,2,0
3,Argentina,Superliga,Boca Juniors,18,Colombia,Fabra Frank,?,11,2,4,1
4,Argentina,Superliga,Boca Juniors,2,Argentina,Goltz Paolo,34,4,0,1,0
5,Argentina,Superliga,Boca Juniors,24,Argentina,Izquierdoz Carlos,31,11,1,5,1
6,Argentina,Superliga,Boca Juniors,20,Argentina,Lopez Lisandro,30,10,1,3,0
7,Argentina,Superliga,Boca Juniors,13,Argentina,Mac Allister Kevin,22,0,0,0,0
8,Argentina,Superliga,Boca Juniors,3,Argentina,Mas Emmanuel,30,4,0,1,0
9,Argentina,Superliga,Boca Juniors,26,Argentina,Ramos Santiago,8,0,0,0,0
10,Argentina,Superliga,Boca Juniors,29,Argentina,Weigandt Marcelo,19,3,0,1,0
11,Argentina,Superliga,Boca Juniors,39,Argentina,Almendra Agustin Ezequiel,19,6,1,2,1
12,Argentina,Superliga,Boca Juniors,4,Argentina,Buffarini Julio,31,12,0,4,1
13,Argentina,Superliga,Boca Juniors,21,Colombia,Campuzano Jorman,23,6,0,1,0
14,Argentina,Superliga,Boca Juniors,14,Argentina,Capaldo Nicolas,22,9,0,2,0
15,Argentina,Superliga,Boca Juniors,27,Chile,Cortes Brandon,18,0,0,0,0
16,Argentina,Superliga,Boca Juniors,16,Italy,De Rossi Daniele,36,4,0,0,0
17,Argentina,Superliga,Boca Juniors,8,Argentina,Mac Allister Alexis,20,12,1,1,0
18,Argentina,Superliga,Boca Juniors,23,Argentina,Marcone Ivan,29,11,0,7,0
19,Argentina,Superliga,Boca Juniors,30,Argentina,Reynoso Emanuel,24,13,1,4,0
20,Argentina,Superliga,Boca Juniors,11,Argentina,Salvio Eduardo,29,9,2,0,0
21,Argentina,Superliga,Boca Juniors,9,Argentina,Abila Ramon,30,6,3,2,0
22,Argentina,Superliga,Boca Juniors,17,Venezuela,Hurtado,19,14,1,4,0
23,Argentina,Superliga,Boca Juniors,34,Argentina,Obando Agustin,19,7,0,0,0
24,Argentina,Superliga,Boca Juniors,27,Argentina,Soldano Franco,25,6,1,1,0
25,Argentina,Superliga,Boca Juniors,10,Argentina,Tevez Carlos,35,10,3,1,0
26,Argentina,Superliga,Boca Juniors,22,Colombia,Villa Cano Sebastian,23,10,0,1,1
27,Argentina,Superliga,Boca Juniors,19,Argentina,Zarate Mauro,32,10,2,1,0
0,Argentina,Superliga,Argentinos Jrs,12,Argentina,Chavez Lucas Abraham,24,15,0,0,0
1,Argentina,Superliga,Argentinos Jrs,33,Argentina,Finochietto Leandro,?,0,0,0,0
2,Argentina,Superliga,Argentinos Jrs,34,Argentina,Forastiero Nicolas,21,0,0,0,0
3,Argentina,Superliga,Argentinos Jrs,6,Argentina,Angeleri Marcos,36,5,0,0,0
4,Argentina,Superliga,Argentinos Jrs,24,Argentina,Gomez Elias,?,15,1,4,0
5,Argentina,Superliga,Argentinos Jrs,16,Argentina,Quintana Carlos,31,14,1,3,0
6,Argentina,Superliga,Argentinos Jrs,2,Argentina,Torren Miguel,31,14,1,6,0
7,Argentina,Superliga,Argentinos Jrs,10,Argentina,Batallini Damian,23,14,2,1,0
8,Argentina,Superliga,Argentinos Jrs,8,Argentina,Colman Ivan Leonardo,24,5,0,0,0
9,Argentina,Superliga,Argentinos Jrs,14,Argentina,Florentin Cesar,20,3,0,0,0
10,Argentina,Superliga,Argentinos Jrs,5,Argentina,Mac Allister Francis,24,15,1,3,0
11,Argentina,Superliga,Argentinos Jrs,30,Argentina,Montero Fausto Emanuel,31,4,0,0,0
12,Argentina,Superliga,Argentinos Jrs,17,Argentina,Moyano Franco David,22,11,0,1,0
13,Argentina,Superliga,Argentinos Jrs,15,Uruguay,Sandoval Rojas Jonathan Alexis,32,15,0,5,0
14,Argentina,Superliga,Argentinos Jrs,18,Argentina,Sosa Diego,28,13,0,2,0
15,Argentina,Superliga,Argentinos Jrs,29,Argentina,Ambrogio Lucas,20,1,0,0,0
16,Argentina,Superliga,Argentinos Jrs,25,Paraguay,Bobadilla Raul,32,2,0,0,0
17,Argentina,Superliga,Argentinos Jrs,27,Argentina,Hauche Gabriel,33,14,5,3,0
18,Argentina,Superliga,Argentinos Jrs,11,Argentina,Ilarregui Francisco,22,0,0,0,0
19,Argentina,Superliga,Argentinos Jrs,7,Argentina,Ramis Victorio,25,4,0,0,0
20,Argentina,Superliga,Argentinos Jrs,28,Argentina,Silva Nicolas,33,5,0,0,0
21,Argentina,Superliga,Argentinos Jrs,9,Uruguay,Silva Santiago,38,14,2,4,0
22,Argentina,Superliga,Argentinos Jrs,23,Argentina,Veron Gaston,18,0,0,0,0
0,Argentina,Superliga,River Plate,1,Argentina,Armani Franco,33,12,0,1,0
1,Argentina,Superliga,River Plate,25,Argentina,Bologna Enrique,37,2,0,0,0
2,Argentina,Superliga,River Plate,14,Argentina,Lux German,37,0,0,0,0
3,Argentina,Superliga,River Plate,20,Argentina,Casco Milton,31,10,1,3,0
4,Argentina,Superliga,River Plate,6,Chile,Diaz Huincales Paulo Cesar,25,6,0,1,0
5,Argentina,Superliga,River Plate,29,Argentina,Montiel Gonzalo Ariel,22,10,0,3,0
6,Argentina,Superliga,River Plate,22,Argentina,Pinola Javier,36,7,0,4,1
7,Argentina,Superliga,River Plate,2,Paraguay,Rojas Robert,23,5,0,1,0
8,Argentina,Superliga,River Plate,16,Argentina,Sibille Kevin,21,0,0,0,0
9,Argentina,Superliga,River Plate,4,Argentina,Angileri Fabricio,25,4,0,1,0
10,Argentina,Superliga,River Plate,11,Uruguay,De La Cruz Arcosa Diego Nicolas,22,9,4,1,0
11,Argentina,Superliga,River Plate,26,Argentina,Fernandez Ignacio,?,10,4,4,0
12,Argentina,Superliga,River Plate,17,Argentina,Lopez Elias Sebastian,19,3,0,1,0
13,Argentina,Superliga,River Plate,39,Argentina,Lopez Hernan,19,0,0,0,0
14,Argentina,Superliga,River Plate,28,Argentina,Martinez Quarta Lucas,23,12,0,4,0
15,Argentina,Superliga,River Plate,15,Argentina,Palacios Exequiel,21,14,1,3,0
16,Argentina,Superliga,River Plate,24,Argentina,Perez Enzo,33,9,0,5,0
17,Argentina,Superliga,River Plate,23,Argentina,Ponzio Leonardo,37,2,0,0,0
18,Argentina,Superliga,River Plate,10,Colombia,Quintero Juan,26,5,0,0,0
19,Argentina,Superliga,River Plate,13,Argentina,Sosa Santiago,20,2,0,1,0
20,Argentina,Superliga,River Plate,5,Argentina,Zuculini Bruno,26,5,0,3,0
21,Argentina,Superliga,River Plate,9,Argentina,Alvarez Julian,19,6,0,0,0
22,Argentina,Superliga,River Plate,34,Argentina,Beltran Lucas,18,0,0,0,0
23,Argentina,Superliga,River Plate,19,Colombia,Borre Rafael,24,12,8,2,0
24,Argentina,Superliga,River Plate,8,Colombia,Carrascal Guardo Jorge Andres,21,8,2,1,0
