,Country,League,Club Name,Jersey Number,National,Name,Age,Matched Played,Goals,Yellow Cards,Red Card
0,Costa Rica,Costa Rica,Alajuelense,23,Costa Rica,Alvarez Johnny,19,0,0,0,0
1,Costa Rica,Costa Rica,Alajuelense,1,Costa Rica,Pineda Solis Adonis,?,20,0,3,0
2,Costa Rica,Costa Rica,Alajuelense,18,Costa Rica,Vargas Mauricio,27,2,0,0,0
3,Costa Rica,Costa Rica,Alajuelense,2,Costa Rica,Alfaro Gonzalez Dario,22,1,0,0,0
4,Costa Rica,Costa Rica,Alajuelense,29,Costa Rica,Arce Karin,19,0,0,0,0
5,Costa Rica,Costa Rica,Alajuelense,15,Costa Rica,Diaz Junior,36,16,0,5,0
6,Costa Rica,Costa Rica,Alajuelense,3,Honduras,Figueroa Alonzo Henry Adalberto,26,11,0,6,1
7,Costa Rica,Costa Rica,Alajuelense,4,Costa Rica,Gutierrez Kenner,30,17,3,3,1
8,Costa Rica,Costa Rica,Alajuelense,14,Costa Rica,Meneses Christopher,29,14,1,3,0
9,Costa Rica,Costa Rica,Alajuelense,28,Costa Rica,Ordian Jhamir,26,14,1,2,0
10,Costa Rica,Costa Rica,Alajuelense,6,Costa Rica,Salvatierra Jose,30,4,0,0,0
11,Costa Rica,Costa Rica,Alajuelense,36,Argentina,Zabala Facundo,20,9,0,1,0
12,Costa Rica,Costa Rica,Alajuelense,37,Costa Rica,Abarca Josue,19,1,0,0,0
13,Costa Rica,Costa Rica,Alajuelense,26,Costa Rica,Alfaro Bernald,22,10,0,0,0
14,Costa Rica,Costa Rica,Alajuelense,17,Costa Rica,Arauz Ariel,?,0,0,0,0
15,Costa Rica,Costa Rica,Alajuelense,8,Costa Rica,Cubero Loria Jose Miguel,32,15,5,4,0
16,Costa Rica,Costa Rica,Alajuelense,16,Costa Rica,Guevara Allen,30,19,1,2,0
17,Costa Rica,Costa Rica,Alajuelense,10,Honduras,Lopez Alexander,27,17,2,2,0
18,Costa Rica,Costa Rica,Alajuelense,7,Costa Rica,Lopez Anthony,23,19,3,3,0
19,Costa Rica,Costa Rica,Alajuelense,37,Costa Rica,Mata Esteban,19,0,0,0,0
20,Costa Rica,Costa Rica,Alajuelense,32,Costa Rica,Morales Elian,19,0,0,0,0
21,Costa Rica,Costa Rica,Alajuelense,29,Costa Rica,Santamaria Paulo,18,0,0,0,0
22,Costa Rica,Costa Rica,Alajuelense,25,Costa Rica,Sequeira Guerrero Luis,25,4,0,0,0
23,Costa Rica,Costa Rica,Alajuelense,35,Costa Rica,Solorzano Esteban,18,0,0,0,0
24,Costa Rica,Costa Rica,Alajuelense,34,Costa Rica,Azofeifa Nicolas,?,2,0,0,0
25,Costa Rica,Costa Rica,Alajuelense,34,Costa Rica,Espinoza Ricardo,18,0,0,0,0
26,Costa Rica,Costa Rica,Alajuelense,5,Honduras,Garrido Luis,29,7,0,2,0
27,Costa Rica,Costa Rica,Alajuelense,11,Costa Rica,Lassiter Ariel,25,19,11,2,0
28,Costa Rica,Costa Rica,Alajuelense,19,Costa Rica,McDonald Jonathan,32,18,7,3,1
29,Costa Rica,Costa Rica,Alajuelense,9,Costa Rica,Moya Jonathan,27,17,5,2,0
30,Costa Rica,Costa Rica,Alajuelense,37,Costa Rica,Ramirez Keylor,19,0,0,0,0
31,Costa Rica,Costa Rica,Alajuelense,22,Costa Rica,Sequeira Barlon,21,15,0,2,0
32,Costa Rica,Costa Rica,Alajuelense,12,Costa Rica,Urena Marcos,29,18,6,2,0
0,Costa Rica,Costa Rica,Saprissa,1,Costa Rica,Briceno Kevin,27,12,0,1,0
1,Costa Rica,Costa Rica,Saprissa,13,Costa Rica,Cruz Aaron,28,7,0,0,1
2,Costa Rica,Costa Rica,Saprissa,22,Costa Rica,Gomez Alejandro,30,3,0,1,0
3,Costa Rica,Costa Rica,Saprissa,35,Costa Rica,Rojas Daniel,19,0,0,0,0
4,Costa Rica,Costa Rica,Saprissa,5,Costa Rica,Aguero Jean Carlo,26,12,0,1,1
5,Costa Rica,Costa Rica,Saprissa,12,Costa Rica,Blanco Ricardo,30,14,0,2,0
6,Costa Rica,Costa Rica,Saprissa,52,Trinidad and Tobago,David Aubrey,29,10,0,2,0
7,Costa Rica,Costa Rica,Saprissa,17,Costa Rica,Guzman Juan,32,1,0,0,0
8,Costa Rica,Costa Rica,Saprissa,19,Costa Rica,Lopez Yael,20,3,0,0,0
9,Costa Rica,Costa Rica,Saprissa,14,Costa Rica,Medina Jaikel,?,5,0,1,0
10,Costa Rica,Costa Rica,Saprissa,31,Costa Rica,Miller Roy,34,7,0,1,0
11,Costa Rica,Costa Rica,Saprissa,38,Costa Rica,Mora Salazar Rutsell,19,2,0,0,0
12,Costa Rica,Costa Rica,Saprissa,32,Costa Rica,Robinson Alexander,30,10,2,3,0
13,Costa Rica,Costa Rica,Saprissa,3,Costa Rica,Salinas Yostin,21,6,0,3,0
14,Costa Rica,Costa Rica,Saprissa,23,Costa Rica,Smith Jordan,28,8,0,3,0
15,Costa Rica,Costa Rica,Saprissa,16,Costa Rica,Alfaro Jose,19,5,3,0,0
16,Costa Rica,Costa Rica,Saprissa,16,Costa Rica,Alfaro Rodolfo,19,4,0,0,0
17,Costa Rica,Costa Rica,Saprissa,10,Costa Rica,Angulo Borbon Marvin,33,17,4,0,0
18,Costa Rica,Costa Rica,Saprissa,11,Costa Rica,Barrantes Michael,36,17,0,7,0
19,Costa Rica,Costa Rica,Saprissa,2,Costa Rica,Bolanos Christian,35,14,5,1,0
20,Costa Rica,Costa Rica,Saprissa,25,Nicaragua,Bonilla Byron,26,8,0,2,0
21,Costa Rica,Costa Rica,Saprissa,36,Costa Rica,Brizuela Marco,18,0,0,0,0
22,Costa Rica,Costa Rica,Saprissa,8,Costa Rica,Centeno Walter,45,1,0,1,0
23,Costa Rica,Costa Rica,Saprissa,36,Costa Rica,Fonseca Greivin,19,0,0,0,0
24,Costa Rica,Costa Rica,Saprissa,33,Costa Rica,Hadden Jaylon,?,16,0,1,0
25,Costa Rica,Costa Rica,Saprissa,29,Costa Rica,Hernandez Paniagua Luis,21,14,1,1,0
26,Costa Rica,Costa Rica,Saprissa,8,Costa Rica,Leal Randall,22,16,4,3,0
27,Costa Rica,Costa Rica,Saprissa,15,Costa Rica,Martinez Jonathan,21,12,2,2,0
28,Costa Rica,Costa Rica,Saprissa,21,Costa Rica,Rodriguez Esteban,31,15,0,1,0
29,Costa Rica,Costa Rica,Saprissa,30,Costa Rica,Telleria Yostin,16,1,0,0,0
30,Costa Rica,Costa Rica,Saprissa,20,Argentina,Torres Mariano,32,5,2,1,1
31,Costa Rica,Costa Rica,Saprissa,30,Costa Rica,Ujueta Kane,17,0,0,0,0
32,Costa Rica,Costa Rica,Saprissa,24,Costa Rica,Zuniga Suhander,22,17,4,1,0
33,Costa Rica,Costa Rica,Saprissa,9,Costa Rica,Ramirez David,26,5,5,4,1
34,Costa Rica,Costa Rica,Saprissa,7,Costa Rica,Venegas Johan,30,13,9,7,0
0,Costa Rica,Costa Rica,Herediano,1,Costa Rica,Alvarado Esteban,30,19,0,1,0
1,Costa Rica,Costa Rica,Herediano,20,Costa Rica,Brenes Luis,34,1,0,0,0
2,Costa Rica,Costa Rica,Herediano,31,Costa Rica,Lezcano Veliz Alexander,?,0,0,0,0
3,Costa Rica,Costa Rica,Herediano,20,Costa Rica,Torres Brenes Luis,34,1,0,0,0
4,Costa Rica,Costa Rica,Herediano,20,Costa Rica,Umana Campos Carlos Daniel,17,0,0,0,0
5,Costa Rica,Costa Rica,Herediano,25,Costa Rica,Arguedas Chacon Juan Pablo,22,1,0,0,0
6,Costa Rica,Costa Rica,Herediano,99,Costa Rica,Brown Keyner,27,20,0,5,1
7,Costa Rica,Costa Rica,Herediano,37,Costa Rica,Fuller Spence Keysher,25,14,0,5,1
8,Costa Rica,Costa Rica,Herediano,4,Costa Rica,Galo Orlando,19,11,0,3,1
9,Costa Rica,Costa Rica,Herediano,34,Costa Rica,Soto Ariel,27,16,2,2,0
10,Costa Rica,Costa Rica,Herediano,26,Costa Rica,Alvarez Freddy,24,16,3,2,0
11,Costa Rica,Costa Rica,Herediano,17,Mexico,Arce Oscar,24,5,0,1,0
12,Costa Rica,Costa Rica,Herediano,12,Costa Rica,Azofeifa Randall,34,17,1,3,0
13,Costa Rica,Costa Rica,Herediano,8,Costa Rica,Bustos Golobio Juan,27,8,0,0,0
14,Costa Rica,Costa Rica,Herediano,3,Costa Rica,Espinoza Kevin,?,1,1,0,0
15,Costa Rica,Costa Rica,Herediano,11,Mexico,Gonzalez Hernandez Diego,23,5,1,1,0
16,Costa Rica,Costa Rica,Herediano,5,Costa Rica,Granados Esteban,34,16,0,4,0
17,Costa Rica,Costa Rica,Herediano,70,Costa Rica,Leiton Jose,26,2,0,0,0
18,Costa Rica,Costa Rica,Herediano,22,Costa Rica,Mora Jose,27,9,0,1,1
19,Costa Rica,Costa Rica,Herediano,29,Costa Rica,Rodriguez Nextaly,21,12,4,1,0
20,Costa Rica,Costa Rica,Herediano,2,Costa Rica,Salazar Arias Aaron,20,11,0,3,0
21,Costa Rica,Costa Rica,Herediano,10,Costa Rica,Tejeda Yeltsin,27,11,1,2,0
22,Costa Rica,Costa Rica,Herediano,28,Costa Rica,Torres Gerson,22,15,1,2,0
23,Costa Rica,Costa Rica,Herediano,27,Costa Rica,Villalobos Solis Alberth,?,11,1,1,0
24,Costa Rica,Costa Rica,Herediano,14,Costa Rica,Burke Montiel Berny,23,14,3,3,0
25,Costa Rica,Costa Rica,Herediano,15,Costa Rica,Hernandez Jordy,17,1,0,0,0
26,Costa Rica,Costa Rica,Herediano,17,Mexico,Magana Aldo,23,10,1,1,0
27,Costa Rica,Costa Rica,Herediano,9,Costa Rica,Rodriguez Francisco,26,18,7,3,0
28,Costa Rica,Costa Rica,Herediano,24,Mexico,Rubio Brian,23,14,9,3,0
29,Costa Rica,Costa Rica,Herediano,7,Costa Rica,Ruiz Yendrick,32,11,3,3,0
0,Costa Rica,Costa Rica,San Carlos,1,Costa Rica,Chamorro Kevin,19,0,0,0,0
1,Costa Rica,Costa Rica,San Carlos,31,Costa Rica,Madrigal Marco,34,13,0,1,0
2,Costa Rica,Costa Rica,San Carlos,18,Costa Rica,Pemberton Patrick,37,8,0,1,0
3,Costa Rica,Costa Rica,San Carlos,8,Costa Rica,Aguilar Alvaro,?,9,1,2,1
4,Costa Rica,Costa Rica,San Carlos,4,Costa Rica,Brenes Fernando,25,12,0,2,0
5,Costa Rica,Costa Rica,San Carlos,24,Costa Rica,Dawson Rudy,?,18,0,4,1
6,Costa Rica,Costa Rica,San Carlos,17,Costa Rica,Obando Marvin,37,12,0,4,0
7,Costa Rica,Costa Rica,San Carlos,23,Argentina,Perez Claudio,33,7,0,3,0
8,Costa Rica,Costa Rica,San Carlos,3,Costa Rica,Rivera Reggy,21,4,0,0,0
9,Costa Rica,Costa Rica,San Carlos,12,Costa Rica,Sanchez Jose,24,21,1,1,0
10,Costa Rica,Costa Rica,San Carlos,6,Costa Rica,Acosta Carlos,36,16,1,0,0
11,Costa Rica,Costa Rica,San Carlos,20,Costa Rica,Chirino Randy,23,5,0,2,0
12,Costa Rica,Costa Rica,San Carlos,7,Costa Rica,Cordero Jose Luis,32,16,1,2,0
13,Costa Rica,Costa Rica,San Carlos,11,Costa Rica,Cordoba Roberto,21,14,1,4,0
14,Costa Rica,Costa Rica,San Carlos,77,Costa Rica,Cunningham Kevin,34,0,0,0,0
15,Costa Rica,Costa Rica,San Carlos,16,Costa Rica,Martinez Cristian,25,16,2,3,0
16,Costa Rica,Costa Rica,San Carlos,15,Costa Rica,Rodriguez Osvaldo,28,15,2,2,0
17,Costa Rica,Costa Rica,San Carlos,19,Costa Rica,Arrieta Jairo,36,19,6,3,0
18,Costa Rica,Costa Rica,San Carlos,22,Costa Rica,Diaz Flores Gustavo Jesus,27,7,1,0,0
19,Costa Rica,Costa Rica,San Carlos,34,Costa Rica,Escoe Mynor,28,11,1,4,0
20,Costa Rica,Costa Rica,San Carlos,14,Costa Rica,Mena Marco,?,15,3,2,0
21,Costa Rica,Costa Rica,San Carlos,5,Costa Rica,Ramirez Esteban,32,15,0,2,0
22,Costa Rica,Costa Rica,San Carlos,9,Costa Rica,Saborio Alvaro,37,18,13,2,0
0,Costa Rica,Costa Rica,Cartagines,35,Costa Rica,Parker Darryl Jared,26,21,0,1,0
1,Costa Rica,Costa Rica,Cartagines,1,Costa Rica,Rivas Mendez Luis Diego,22,0,0,0,0
2,Costa Rica,Costa Rica,Cartagines,21,Uruguay,Aguirre Joaquin,28,12,2,3,0
3,Costa Rica,Costa Rica,Cartagines,31,Costa Rica,Barahona Carlos,17,0,0,0,0
4,Costa Rica,Costa Rica,Cartagines,4,Costa Rica,Cabalceta Erick,26,16,1,6,0
5,Costa Rica,Costa Rica,Cartagines,3,Costa Rica,Quiros Espinoza William,25,2,0,1,0
6,Costa Rica,Costa Rica,Cartagines,13,Costa Rica,Scott Jameson,?,20,3,6,0
7,Costa Rica,Costa Rica,Cartagines,24,Costa Rica,Sosa Jose,25,15,1,4,0
8,Costa Rica,Costa Rica,Cartagines,30,Costa Rica,Araya Ronaldo,20,8,0,0,0
9,Costa Rica,Costa Rica,Cartagines,17,Costa Rica,Chacon Salas Daniel,18,9,0,3,0
10,Costa Rica,Costa Rica,Cartagines,31,Costa Rica,Gallardo Sequeira Kendall Alejandro,19,6,0,0,1
11,Costa Rica,Costa Rica,Cartagines,23,Costa Rica,Gutierrez Solano Jorge,25,11,0,4,0
12,Costa Rica,Costa Rica,Cartagines,9,Cuba,Hernandez Marcel,30,15,8,5,1
13,Costa Rica,Costa Rica,Cartagines,7,Costa Rica,Jimenez Paolo,35,16,0,4,0
14,Costa Rica,Costa Rica,Cartagines,21,Costa Rica,Lapentty Jose,18,0,0,0,0
15,Costa Rica,Costa Rica,Cartagines,32,Costa Rica,Montero Lobo Ronald Mauricio,32,18,0,11,1
16,Costa Rica,Costa Rica,Cartagines,14,Costa Rica,Perez Jose Carlos,32,11,1,2,0
17,Costa Rica,Costa Rica,Cartagines,25,Costa Rica,Russell Russell Manfred,31,16,1,3,1
18,Costa Rica,Costa Rica,Cartagines,12,Costa Rica,Sanchez Jorman,?,13,0,0,0
19,Costa Rica,Costa Rica,Cartagines,5,Costa Rica,Valverde Eduardo,37,0,0,0,0
20,Costa Rica,Costa Rica,Cartagines,10,Mexico,Cruz Julio,23,20,8,5,0
21,Costa Rica,Costa Rica,Cartagines,16,Costa Rica,Montenegro Jurguens,18,17,3,2,0
22,Costa Rica,Costa Rica,Cartagines,8,Costa Rica,Perez Castillo Luis Alejandro,?,9,0,2,0
23,Costa Rica,Costa Rica,Cartagines,27,Costa Rica,Pizarro Jehudy,25,2,0,1,0
24,Costa Rica,Costa Rica,Cartagines,20,Costa Rica,Scott Hernandez Jean Andres,25,14,1,1,1
0,Costa Rica,Costa Rica,Zeledon,99,Costa Rica,Jimenez Guido,22,4,0,0,0
1,Costa Rica,Costa Rica,Zeledon,22,Costa Rica,Mena Nestor,34,0,0,0,0
2,Costa Rica,Costa Rica,Zeledon,1,Costa Rica,Segura Bryan,22,18,0,5,0
3,Costa Rica,Costa Rica,Zeledon,3,Costa Rica,Castillo Dennis,26,18,0,6,0
4,Costa Rica,Costa Rica,Zeledon,25,Costa Rica,Cortes Johan,19,0,0,0,0
5,Costa Rica,Costa Rica,Zeledon,2,Costa Rica,Gibbons Asdrubal,?,5,1,1,0
6,Costa Rica,Costa Rica,Zeledon,14,Mexico,Hurtado Jose,25,6,1,2,0
7,Costa Rica,Costa Rica,Zeledon,5,Costa Rica,Lopez Porfirio,34,4,0,0,0
8,Costa Rica,Costa Rica,Zeledon,8,Costa Rica,Monguio Edder,34,16,1,5,1
9,Costa Rica,Costa Rica,Zeledon,20,Costa Rica,Mora Heiner,35,10,1,1,0
10,Costa Rica,Costa Rica,Zeledon,30,Costa Rica,Ramirez Jorge,30,7,0,5,0
11,Costa Rica,Costa Rica,Zeledon,26,Costa Rica,Amador Axel,?,5,0,0,0
12,Costa Rica,Costa Rica,Zeledon,10,Argentina,Azcurra Pablo,33,13,2,1,0
13,Costa Rica,Costa Rica,Zeledon,24,Costa Rica,Barrantes Luis,?,18,0,5,0
14,Costa Rica,Costa Rica,Zeledon,18,Costa Rica,Beckford Jake,25,8,0,3,0
15,Costa Rica,Costa Rica,Zeledon,28,Costa Rica,Navarro Joshua,20,17,2,1,0
16,Costa Rica,Costa Rica,Zeledon,13,Costa Rica,Rodriguez Rafael,37,13,1,3,0
17,Costa Rica,Costa Rica,Zeledon,7,Costa Rica,Sanchez Alvaro,35,5,0,0,0
18,Costa Rica,Costa Rica,Zeledon,17,Costa Rica,Sanchez Jose,32,18,0,1,0
19,Costa Rica,Costa Rica,Zeledon,21,Costa Rica,Soto Keilor,35,21,5,6,0
20,Costa Rica,Costa Rica,Zeledon,6,Costa Rica,Venegas Jeikel,31,20,3,4,0
21,Costa Rica,Costa Rica,Zeledon,7,Costa Rica,Cunningham Kenny,34,18,2,7,0
22,Costa Rica,Costa Rica,Zeledon,11,Costa Rica,Elizondo Cesar,31,13,1,4,0
23,Costa Rica,Costa Rica,Zeledon,9,Brazil,Marques Rai,28,4,0,2,0
24,Costa Rica,Costa Rica,Zeledon,29,Costa Rica,Monge Justin,17,1,0,0,0
25,Costa Rica,Costa Rica,Zeledon,31,Honduras,Tejeda Escobar Angel Gabriel,28,12,1,2,0
0,Costa Rica,Costa Rica,ADR Jicaral,31,Costa Rica,Alpizar Luis,24,14,0,1,0
1,Costa Rica,Costa Rica,ADR Jicaral,1,Costa Rica,Delgado Jussef,25,7,0,1,0
2,Costa Rica,Costa Rica,ADR Jicaral,23,Mexico,Annett Luis,23,0,0,0,0
3,Costa Rica,Costa Rica,ADR Jicaral,7,Costa Rica,Barrantes Marco,?,17,0,5,1
4,Costa Rica,Costa Rica,ADR Jicaral,80,Argentina,Calderon Pablo,?,8,0,2,0
5,Costa Rica,Costa Rica,ADR Jicaral,25,Costa Rica,Cordoba Sergio,25,12,0,1,0
6,Costa Rica,Costa Rica,ADR Jicaral,26,Panama,Machado Adolfo,34,13,0,4,0
7,Costa Rica,Costa Rica,ADR Jicaral,5,Costa Rica,Nunez Rafael,?,18,0,7,1
8,Costa Rica,Costa Rica,ADR Jicaral,14,Costa Rica,Ruiz Jessie,25,8,0,1,0
9,Costa Rica,Costa Rica,ADR Jicaral,24,Costa Rica,Villegas Daniel,21,8,0,2,0
10,Costa Rica,Costa Rica,ADR Jicaral,8,Costa Rica,Chevez Walter,?,19,2,8,0
11,Costa Rica,Costa Rica,ADR Jicaral,8,Costa Rica,Esquivel Marvin,26,0,0,0,0
12,Costa Rica,Costa Rica,ADR Jicaral,6,Costa Rica,Fernandez William,?,17,0,4,2
13,Costa Rica,Costa Rica,ADR Jicaral,10,Costa Rica,Leiva Gabriel,25,19,3,2,0
14,Costa Rica,Costa Rica,ADR Jicaral,12,Costa Rica,Marchena Greivin,21,2,0,0,0
15,Costa Rica,Costa Rica,ADR Jicaral,28,Costa Rica,Nunez Wilmar,29,4,0,1,0
16,Costa Rica,Costa Rica,ADR Jicaral,13,Costa Rica,Patino Kevin,19,16,0,3,0
17,Costa Rica,Costa Rica,ADR Jicaral,20,El Salvador,Blanco Lester,30,1,0,1,0
18,Costa Rica,Costa Rica,ADR Jicaral,18,Costa Rica,Camareno Javier,21,12,0,2,0
19,Costa Rica,Costa Rica,ADR Jicaral,85,Costa Rica,Gomez Alban,34,5,1,1,0
20,Costa Rica,Costa Rica,ADR Jicaral,11,Costa Rica,Lagos Navarro Cristhiam,35,16,4,3,0
21,Costa Rica,Costa Rica,ADR Jicaral,2,Costa Rica,Valverde Jefrey,?,21,4,4,0
0,Costa Rica,Costa Rica,Guadalupe,22,Costa Rica,Alfaro Monge Juan Ignacio,19,0,0,0,0
1,Costa Rica,Costa Rica,Guadalupe,18,Costa Rica,Barrientos Luis Alejandro,21,9,0,3,0
2,Costa Rica,Costa Rica,Guadalupe,22,Costa Rica,Mendez Absalon,18,0,0,0,0
3,Costa Rica,Costa Rica,Guadalupe,22,Costa Rica,Sequeira Luis,33,6,0,1,0
4,Costa Rica,Costa Rica,Guadalupe,16,Costa Rica,Ayala Lautaro,?,0,0,0,0
5,Costa Rica,Costa Rica,Guadalupe,14,Costa Rica,Delgado Dario,33,20,0,5,0
6,Costa Rica,Costa Rica,Guadalupe,4,Costa Rica,Espinoza Bryan,25,4,0,1,0
7,Costa Rica,Costa Rica,Guadalupe,4,Costa Rica,Espinoza Kevin,22,7,0,0,0
8,Costa Rica,Costa Rica,Guadalupe,33,Costa Rica,Martinez Carlos,20,16,0,0,0
9,Costa Rica,Costa Rica,Guadalupe,24,Costa Rica,Meneses Marcos,24,1,0,0,0
10,Costa Rica,Costa Rica,Guadalupe,6,Costa Rica,Murillo Victor,24,17,1,5,0
11,Costa Rica,Costa Rica,Guadalupe,5,Costa Rica,Prendas Jason,30,19,0,4,1
12,Costa Rica,Costa Rica,Guadalupe,12,Costa Rica,Rodriguez Josue,27,15,1,2,1
13,Costa Rica,Costa Rica,Guadalupe,3,Costa Rica,Scott Jason,34,6,0,1,0
14,Costa Rica,Costa Rica,Guadalupe,13,Mexico,Abasolo Alejandro,22,0,0,0,0
15,Costa Rica,Costa Rica,Guadalupe,27,Costa Rica,Arias John,27,17,2,2,1
16,Costa Rica,Costa Rica,Guadalupe,10,Costa Rica,Campos Geovanni,23,15,2,4,1
17,Costa Rica,Costa Rica,Guadalupe,28,Costa Rica,Chavez Rafael,28,1,0,0,0
18,Costa Rica,Costa Rica,Guadalupe,8,Costa Rica,Gonzalez Sebastian,23,13,0,5,0
19,Costa Rica,Costa Rica,Guadalupe,20,Costa Rica,Juarez Eduardo,21,11,0,2,0
20,Costa Rica,Costa Rica,Guadalupe,26,Costa Rica,Mora Matarrita Andrey Gerardo,23,7,0,2,0
21,Costa Rica,Costa Rica,Guadalupe,27,Costa Rica,Morales Justin,?,0,0,0,0
22,Costa Rica,Costa Rica,Guadalupe,15,Costa Rica,Murillo Aaron,21,17,1,0,0
23,Costa Rica,Costa Rica,Guadalupe,23,Costa Rica,Nunez Sergio,?,12,0,0,0
24,Costa Rica,Costa Rica,Guadalupe,14,Costa Rica,Porras Jose,23,0,0,0,0
25,Costa Rica,Costa Rica,Guadalupe,33,Costa Rica,Rojas Darryn,20,0,0,0,0
26,Costa Rica,Costa Rica,Guadalupe,25,Costa Rica,Torres Giovanny,?,0,0,0,0
27,Costa Rica,Costa Rica,Guadalupe,29,Costa Rica,Villalobos Wilson,21,4,1,0,0
28,Costa Rica,Costa Rica,Guadalupe,7,Costa Rica,Gomez Rodriguez Andres,19,17,4,1,0
29,Costa Rica,Costa Rica,Guadalupe,11,Costa Rica,Martinez Alonso,21,13,5,0,0
30,Costa Rica,Costa Rica,Guadalupe,9,Costa Rica,Zamora Frank,28,17,10,8,0
0,Costa Rica,Costa Rica,Limon,1,Costa Rica,Cordero Bryan,25,13,0,0,0
1,Costa Rica,Costa Rica,Limon,31,Costa Rica,Lewis Dexter,38,9,0,0,0
2,Costa Rica,Costa Rica,Limon,30,Costa Rica,Barrantes Maikol,27,0,0,0,0
3,Costa Rica,Costa Rica,Limon,3,Costa Rica,Bennett Alvin,25,10,0,2,0
4,Costa Rica,Costa Rica,Limon,27,Costa Rica,Brown Shain,23,3,0,0,0
5,Costa Rica,Costa Rica,Limon,19,Costa Rica,Gamboa Jonaker,?,4,0,1,0
6,Costa Rica,Costa Rica,Limon,13,Costa Rica,Garcia John,24,0,0,0,0
7,Costa Rica,Costa Rica,Limon,17,Costa Rica,Gutierrez Richard,22,3,0,0,0
8,Costa Rica,Costa Rica,Limon,,Costa Rica,Jimenez Shaquille,23,0,0,0,0
9,Costa Rica,Costa Rica,Limon,14,Costa Rica,Nelson Edder,33,17,0,3,1
10,Costa Rica,Costa Rica,Limon,12,Costa Rica,Reina Josue,?,3,0,1,0
11,Costa Rica,Costa Rica,Limon,12,Costa Rica,Barnett Jefferson,19,4,0,1,0
12,Costa Rica,Costa Rica,Limon,2,Costa Rica,Bolanos Ryan,20,19,4,2,0
13,Costa Rica,Costa Rica,Limon,12,Costa Rica,Brenes Jefferson,22,10,0,3,1
14,Costa Rica,Costa Rica,Limon,11,Costa Rica,Brooks Guillermo,28,6,0,2,0
15,Costa Rica,Costa Rica,Limon,9,Costa Rica,Cole Kadeem,?,4,0,1,0
16,Costa Rica,Costa Rica,Limon,10,Costa Rica,Espinoza Alexander,34,21,2,5,0
17,Costa Rica,Costa Rica,Limon,8,Costa Rica,Esquivel Marvin,26,13,1,5,0
18,Costa Rica,Costa Rica,Limon,21,Costa Rica,Gordon Johnny,28,15,0,3,1
19,Costa Rica,Costa Rica,Limon,6,Costa Rica,Green Devon,25,2,0,1,0
20,Costa Rica,Costa Rica,Limon,18,Costa Rica,Hernandez Jenmark,24,17,4,2,0
21,Costa Rica,Costa Rica,Limon,4,Costa Rica,McLean Kareem,36,11,0,1,0
22,Costa Rica,Costa Rica,Limon,15,Costa Rica,Mendez Greivin,27,13,1,2,0
23,Costa Rica,Costa Rica,Limon,16,Colombia,Palacios Carlos,31,0,0,0,0
24,Costa Rica,Costa Rica,Limon,7,Costa Rica,Pemberton Josimar,26,19,3,5,0
25,Costa Rica,Costa Rica,Limon,23,Costa Rica,Pemberton Shadueynd,22,2,0,0,0
26,Costa Rica,Costa Rica,Limon,16,Costa Rica,Tercero Miguel,22,20,1,3,0
27,Costa Rica,Costa Rica,Limon,25,Costa Rica,Bernard Keyder,23,16,4,1,0
28,Costa Rica,Costa Rica,Limon,28,Costa Rica,Hudson James,25,13,1,2,0
29,Costa Rica,Costa Rica,Limon,24,Costa Rica,McCloud Roberto,19,0,0,0,0
30,Costa Rica,Costa Rica,Limon,19,Colombia,Murillo Ceron Junior Felipe,28,0,0,0,0
31,Costa Rica,Costa Rica,Limon,9,Costa Rica,Wright Yuaycell,27,7,1,2,0
0,Costa Rica,Costa Rica,Santos DG,31,Costa Rica,Espinoza Emer,?,6,0,0,0
1,Costa Rica,Costa Rica,Santos DG,30,Costa Rica,Forvis Espinoza Douglas,27,16,0,6,0
2,Costa Rica,Costa Rica,Santos DG,33,Costa Rica,Trejos Anderson,?,1,0,0,0
3,Costa Rica,Costa Rica,Santos DG,20,Costa Rica,Alvarado Randall,30,18,1,4,0
4,Costa Rica,Costa Rica,Santos DG,4,Costa Rica,Faerron Fernan,19,17,3,9,0
5,Costa Rica,Costa Rica,Santos DG,12,Nicaragua,Flores Francisco,31,1,0,0,0
6,Costa Rica,Costa Rica,Santos DG,27,Costa Rica,Gutierrez Byron,21,4,0,0,0
7,Costa Rica,Costa Rica,Santos DG,3,Nicaragua,Ingram Oporta Jason Telemaco,22,13,0,5,1
8,Costa Rica,Costa Rica,Santos DG,15,Costa Rica,Madrigal Juan,32,19,2,3,1
9,Costa Rica,Costa Rica,Santos DG,27,Costa Rica,Pence Jermark,25,0,0,0,0
10,Costa Rica,Costa Rica,Santos DG,,Costa Rica,Arboine Keyswhen,?,0,0,0,0
11,Costa Rica,Costa Rica,Santos DG,2,Costa Rica,Barquero Abarca Michael,28,18,1,8,0
12,Costa Rica,Costa Rica,Santos DG,17,Costa Rica,Casanova Glen,16,0,0,0,0
13,Costa Rica,Costa Rica,Santos DG,9,Jamaica,Foster Maalique Nathanael,23,12,5,3,0
14,Costa Rica,Costa Rica,Santos DG,8,Costa Rica,Garro Jose,33,7,0,1,0
15,Costa Rica,Costa Rica,Santos DG,17,Panama,Griffith Victor,?,11,0,1,0
16,Costa Rica,Costa Rica,Santos DG,22,Costa Rica,Lopez Brayan,29,14,1,3,0
