,Country,League,Club Name,Jersey Number,National,Name,Age,Matched Played,Goals,Yellow Cards,Red Card
30,Mexico,Mexico,Monarcas,10,Peru,Flores Edison,25,16,4,0,0
31,Mexico,Mexico,Monarcas,252,Mexico,Hernandez Martinez Cesar Javier,17,0,0,0,0
32,Mexico,Mexico,Monarcas,31,Argentina,Lezcano Gaston,32,11,2,1,1
33,Mexico,Mexico,Monarcas,21,Mexico,Mendoza Luis,29,17,3,1,0
34,Mexico,Mexico,Monarcas,19,Peru,Sandoval Ray,24,0,0,0,0
35,Mexico,Mexico,Monarcas,27,Mexico,Sansores Sanchez Miguel Angel,28,9,2,0,0
0,Mexico,Mexico,Monterrey,1,Argentina,Barovero Marcelo,35,17,0,0,0
1,Mexico,Mexico,Monterrey,22,Mexico,Cardenas Luis,26,0,0,0,0
2,Mexico,Mexico,Monterrey,24,Mexico,Resendez Edson,23,0,0,0,0
3,Mexico,Mexico,Monterrey,15,Argentina,Basanta Jose,35,0,0,0,0
4,Mexico,Mexico,Monterrey,187,Mexico,Grijalva Axel,19,0,0,0,0
5,Mexico,Mexico,Monterrey,6,Mexico,Gutierrez Edson,?,3,0,0,0
6,Mexico,Mexico,Monterrey,19,Mexico,Layun Miguel,31,15,2,4,1
7,Mexico,Mexico,Monterrey,33,Colombia,Medina John,27,15,0,8,1
8,Mexico,Mexico,Monterrey,3,Mexico,Montes Cesar,22,9,1,0,0
9,Mexico,Mexico,Monterrey,193,Mexico,Parra Daniel,20,2,0,0,0
10,Mexico,Mexico,Monterrey,4,Argentina,Sanchez Nicolas,33,17,6,4,0
11,Mexico,Mexico,Monterrey,11,Argentina,Vangioni Leonel,32,9,0,2,1
12,Mexico,Mexico,Monterrey,23,Mexico,Vasquez Johan,21,2,0,1,0
13,Mexico,Mexico,Monterrey,186,Mexico,Villarreal Sergio,19,0,0,0,0
14,Mexico,Mexico,Monterrey,35,Mexico,Cantu Eric,20,1,0,0,0
15,Mexico,Mexico,Monterrey,17,Mexico,Gallardo Jesus,25,17,1,2,0
16,Mexico,Mexico,Monterrey,21,Mexico,Gonzalez Arturo,25,4,0,1,0
17,Mexico,Mexico,Monterrey,18,Colombia,Hurtado Aviles,32,10,1,0,0
18,Mexico,Mexico,Monterrey,197,Mexico,Martinez Jaziel,19,0,0,0,0
19,Mexico,Mexico,Monterrey,194,Mexico,Mejia Castillo,?,0,0,0,0
20,Mexico,Mexico,Monterrey,32,Argentina,Meza Maximiliano,27,16,1,2,0
21,Mexico,Mexico,Monterrey,16,Paraguay,Ortiz Celso,30,16,0,5,0
22,Mexico,Mexico,Monterrey,8,Colombia,Pabon Rios Dorlan Mauricio,31,16,0,1,0
23,Mexico,Mexico,Monterrey,29,Mexico,Rodriguez Carlos,22,16,1,3,0
24,Mexico,Mexico,Monterrey,202,Mexico,Rodriguez Gonzalez Michell Adalberto,19,1,0,1,0
25,Mexico,Mexico,Monterrey,10,Uruguay,Urreta Jonathan,29,2,0,0,0
26,Mexico,Mexico,Monterrey,14,Mexico,Zaldivar Caviedes Angel,25,2,0,0,0
27,Mexico,Mexico,Monterrey,199,Mexico,Alvarado Jose,19,0,0,0,0
28,Mexico,Mexico,Monterrey,204,Mexico,Banda Eduardo,18,1,0,0,0
29,Mexico,Mexico,Monterrey,7,Argentina,Funes Rogelio,28,17,8,2,0
30,Mexico,Mexico,Monterrey,25,Mexico,Gonzalez Jonathan,20,5,0,1,0
31,Mexico,Mexico,Monterrey,9,Netherlands,Janssen Vincent,25,12,2,2,0
32,Mexico,Mexico,Monterrey,203,Colombia,Machado Siqueiros Juan Jose,20,0,0,0,0
33,Mexico,Mexico,Monterrey,20,Mexico,Pizarro Rodolfo,25,12,2,3,1
0,Mexico,Mexico,Club Tijuana,13,Mexico,Higuera de los Rios Carlos Alberto,18,0,0,0,0
1,Mexico,Mexico,Club Tijuana,25,Mexico,Lajud Manuel Gibran,25,17,0,1,0
2,Mexico,Mexico,Club Tijuana,21,Mexico,Michel Luis,40,0,0,0,0
3,Mexico,Mexico,Club Tijuana,16,USA,Arce Juarez Fernando David,22,5,0,0,0
4,Mexico,Mexico,Club Tijuana,5,Colombia,Balanta Kevin,22,16,1,4,1
5,Mexico,Mexico,Club Tijuana,6,Argentina,Braghieri Diego Luis,32,15,0,4,0
6,Mexico,Mexico,Club Tijuana,18,Mexico,Cruz Aldo,22,9,0,0,1
7,Mexico,Mexico,Club Tijuana,22,Mexico,Lorona Vladimir,21,8,1,3,0
8,Mexico,Mexico,Club Tijuana,35,Mexico,Martinez Luis,20,0,0,0,0
9,Mexico,Mexico,Club Tijuana,28,Mexico,Mendoza Martin Omar Israel,31,12,0,4,0
10,Mexico,Mexico,Club Tijuana,31,Mexico,Nava Cid Antonio,20,1,0,0,0
11,Mexico,Mexico,Club Tijuana,4,Mexico,Silva Jordan,25,7,0,0,1
12,Mexico,Mexico,Club Tijuana,30,Mexico,Torres Chavez Victor Guadalupe,24,0,0,0,0
13,Mexico,Mexico,Club Tijuana,2,Argentina,Velazquez Julian,29,17,1,2,0
14,Mexico,Mexico,Club Tijuana,10,Ecuador,Bolanos Miller,29,17,1,7,0
15,Mexico,Mexico,Club Tijuana,11,Uruguay,Camacho Washington,33,11,2,0,0
16,Mexico,Mexico,Club Tijuana,23,Mexico,Gamiz Avila Luis Javier,19,0,0,0,0
17,Mexico,Mexico,Club Tijuana,20,Mexico,Lainez Leyva Mauro Alberto,23,13,1,4,0
18,Mexico,Mexico,Club Tijuana,33,Argentina,Miranda Leonel,25,16,3,2,0
19,Mexico,Mexico,Club Tijuana,191,Ecuador,Rezabala Anzules Jordan Lenin,19,0,0,0,0
20,Mexico,Mexico,Club Tijuana,8,Uruguay,Rivero Ignacio,?,17,2,3,0
21,Mexico,Mexico,Club Tijuana,185,Mexico,Tona Ivan,19,0,0,0,0
22,Mexico,Mexico,Club Tijuana,24,Uruguay,Falletti Cesar,26,5,0,0,0
23,Mexico,Mexico,Club Tijuana,29,Colombia,Lopez Edgar,20,0,0,0,0
24,Mexico,Mexico,Club Tijuana,27,Mexico,Lopez Valdez Daniel Guadalupe,19,0,0,0,0
25,Mexico,Mexico,Club Tijuana,32,Argentina,Nahuelpan Ariel,32,15,6,5,1
26,Mexico,Mexico,Club Tijuana,17,Paraguay,Rojas Jorge,26,3,0,0,0
27,Mexico,Mexico,Club Tijuana,7,Brazil,Sanvezzo Camilo,31,12,3,5,2
28,Mexico,Mexico,Club Tijuana,9,Mexico,Sepulveda Sanchez Angel Baltazar,28,12,2,1,0
29,Mexico,Mexico,Club Tijuana,19,Mexico,Torres Erick,26,5,2,1,0
0,Mexico,Mexico,U.N.A.M.- Pumas,25,Mexico,Alcala Gustavo,22,0,0,0,0
1,Mexico,Mexico,U.N.A.M.- Pumas,85,Mexico,Castillo Ramirez Jose Alberto,24,0,0,0,0
2,Mexico,Mexico,U.N.A.M.- Pumas,29,Mexico,Fraga Miguel,32,0,0,0,0
3,Mexico,Mexico,U.N.A.M.- Pumas,1,Mexico,Saldivar Alfredo,29,17,0,2,0
4,Mexico,Mexico,U.N.A.M.- Pumas,23,Colombia,Angulo Jeison,23,13,1,4,1
5,Mexico,Mexico,U.N.A.M.- Pumas,182,Colombia,Barragan Julian,41,0,0,0,0
6,Mexico,Mexico,U.N.A.M.- Pumas,183,Mexico,Bennevendo Pablo,19,0,0,0,0
7,Mexico,Mexico,U.N.A.M.- Pumas,20,Mexico,Dominguez Idekel,19,1,0,0,0
8,Mexico,Mexico,U.N.A.M.- Pumas,18,Argentina,Freire Nicolas,25,15,1,5,0
9,Mexico,Mexico,U.N.A.M.- Pumas,21,Mexico,Gonzalez Cardenas Rodrigo Armando,24,0,0,0,0
10,Mexico,Mexico,U.N.A.M.- Pumas,198,Mexico,Mejia Jesus,18,0,0,0,0
11,Mexico,Mexico,U.N.A.M.- Pumas,2,Mexico,Mozo Alan,22,16,0,1,0
12,Mexico,Mexico,U.N.A.M.- Pumas,4,Mexico,Quintana Vega Luis Fernando,27,13,1,4,0
13,Mexico,Mexico,U.N.A.M.- Pumas,84,Mexico,Robles Jose,23,0,0,0,0
14,Mexico,Mexico,U.N.A.M.- Pumas,28,Mexico,Rosales Diego,21,0,0,0,0
15,Mexico,Mexico,U.N.A.M.- Pumas,299,Mexico,Alcantara Jose,21,0,0,0,0
16,Mexico,Mexico,U.N.A.M.- Pumas,21,Mexico,Barragan Martin,28,3,0,1,0
17,Mexico,Mexico,U.N.A.M.- Pumas,8,Mexico,Barrera Pablo,32,14,1,1,0
18,Mexico,Mexico,U.N.A.M.- Pumas,7,Mexico,Cabrera David,30,11,1,1,0
19,Mexico,Mexico,U.N.A.M.- Pumas,298,Mexico,Carreon Miguel,15,0,0,0,0
20,Mexico,Mexico,U.N.A.M.- Pumas,6,Mexico,Escamilla Kevin,25,11,0,0,0
21,Mexico,Mexico,U.N.A.M.- Pumas,192,Mexico,Garcia Amaury Moreno,17,0,0,0,0
22,Mexico,Mexico,U.N.A.M.- Pumas,193,Mexico,Garcia Robledo Marco Antonio,19,0,0,0,0
23,Mexico,Mexico,U.N.A.M.- Pumas,12,Argentina,Malcorra Victor,32,17,1,2,0
24,Mexico,Mexico,U.N.A.M.- Pumas,5,Mexico,Mendoza Alan,26,4,0,0,0
25,Mexico,Mexico,U.N.A.M.- Pumas,30,Mexico,Miguel Juan,22,0,0,0,0
26,Mexico,Mexico,U.N.A.M.- Pumas,17,Chile,Rodriguez Martin,25,3,0,0,0
27,Mexico,Mexico,U.N.A.M.- Pumas,204,Mexico,Samano Leonardo,18,0,0,0,0
28,Mexico,Mexico,U.N.A.M.- Pumas,10,Mexico,Vazquez Mellado Andres Iniestra,23,17,1,1,0
29,Mexico,Mexico,U.N.A.M.- Pumas,14,Mexico,Figueroa Brian,20,7,0,0,0
30,Mexico,Mexico,U.N.A.M.- Pumas,32,Paraguay,Gonzalez Espinola Carlos,26,17,7,5,0
31,Mexico,Mexico,U.N.A.M.- Pumas,27,Mexico,Hernandez Sotelo Adolfo Enrique,22,0,0,0,0
32,Mexico,Mexico,U.N.A.M.- Pumas,11,Paraguay,Iturbe Juan,26,17,2,2,0
33,Mexico,Mexico,U.N.A.M.- Pumas,200,Mexico,Montejano Emmanuel,18,0,0,0,0
34,Mexico,Mexico,U.N.A.M.- Pumas,9,Chile,Mora Aliaga Felipe Andres,26,13,1,1,0
35,Mexico,Mexico,U.N.A.M.- Pumas,248,Mexico,Rivas Jesus,17,0,0,0,0
0,Mexico,Mexico,Pachuca,13,Mexico,Blanco Antunez Alfonso,32,0,0,0,0
1,Mexico,Mexico,Pachuca,25,Mexico,Moreno Carlos,21,0,0,0,0
2,Mexico,Mexico,Pachuca,22,Argentina,Rey Rodrigo,28,17,0,1,0
3,Mexico,Mexico,Pachuca,202,Mexico,Alvarez Campos Kevin Nahin,20,4,0,2,0
4,Mexico,Mexico,Pachuca,2,Colombia,Barreiro Stiven,25,8,0,1,0
5,Mexico,Mexico,Pachuca,21,Argentina,Cabral Gustavo Daniel,34,15,1,3,0
6,Mexico,Mexico,Pachuca,5,Mexico,Guzman Victor Alfonso,24,17,6,3,0
7,Mexico,Mexico,Pachuca,15,Mexico,Hernandez Edwin,33,0,0,0,0
8,Mexico,Mexico,Pachuca,184,Mexico,Medellin Sebastian,19,0,0,0,0
9,Mexico,Mexico,Pachuca,23,Colombia,Murillo Murillo Oscar Fabian,31,15,1,2,0
10,Mexico,Mexico,Pachuca,204,Mexico,Orona Zavala Efrain,20,0,0,0,0
11,Mexico,Mexico,Pachuca,183,Mexico,Torres Horacio,20,0,0,0,0
12,Mexico,Mexico,Pachuca,14,Mexico,Aguirre Erick,22,16,0,2,0
13,Mexico,Mexico,Pachuca,10,Colombia,Cardona Edwin,26,13,2,0,1
14,Mexico,Mexico,Pachuca,200,Mexico,Castillo Raul,18,0,0,0,0
15,Mexico,Mexico,Pachuca,7,Chile,Davila Victor,22,12,1,2,0
16,Mexico,Mexico,Pachuca,19,Mexico,Figueroa Diaz Francisco Antonio,20,1,0,0,0
17,Mexico,Mexico,Pachuca,12,Mexico,Garcia Emmanuel,29,6,0,0,0
18,Mexico,Mexico,Pachuca,30,Ecuador,Ibarra Mina Romario Andres,25,15,4,0,0
19,Mexico,Mexico,Pachuca,24,Mexico,Lopez Pablo,21,2,0,0,0
20,Mexico,Mexico,Pachuca,6,Mexico,Lopez Raul,26,13,1,1,0
21,Mexico,Mexico,Pachuca,188,Mexico,Meza Hardy,19,0,0,0,0
22,Mexico,Mexico,Pachuca,185,Mexico,Mora Victor,19,3,0,1,0
23,Mexico,Mexico,Pachuca,9,Argentina,Sambueza Rubens,35,15,1,2,0
24,Mexico,Mexico,Pachuca,4,Mexico,Tapias Miguel,22,0,0,0,0
25,Mexico,Mexico,Pachuca,197,Mexico,Calzadilla Luis,19,0,0,0,0
26,Mexico,Mexico,Pachuca,8,Colombia,Copete Jonathan,31,12,1,0,0
27,Mexico,Mexico,Pachuca,16,Mexico,Hernandez Jorge,30,17,2,3,0
28,Mexico,Mexico,Pachuca,29,Argentina,Jara Franco,31,16,8,3,1
29,Mexico,Mexico,Pachuca,209,Mexico,de la Rosa Roberto,19,8,0,0,0
0,Mexico,Mexico,Guadalajara Chivas,1,Mexico,Gudino Raul,23,4,0,0,0
1,Mexico,Mexico,Guadalajara Chivas,4,Mexico,Rodriguez Antonio,27,13,0,0,0
2,Mexico,Mexico,Guadalajara Chivas,35,Mexico,Torres Antonio,23,0,0,0,0
3,Mexico,Mexico,Guadalajara Chivas,14,Mexico,Briseno Antonio,25,10,1,4,1
4,Mexico,Mexico,Guadalajara Chivas,31,Mexico,Cervantes Martin del Campo Alan Jhosue,21,13,0,0,1
5,Mexico,Mexico,Guadalajara Chivas,15,Mexico,Mayorga Manuel,22,4,0,0,0
6,Mexico,Mexico,Guadalajara Chivas,21,Mexico,Mier Hiram,30,8,0,0,0
7,Mexico,Mexico,Guadalajara Chivas,3,Mexico,Oswaldo Alanis,30,10,2,1,0
8,Mexico,Mexico,Guadalajara Chivas,185,Mexico,Sepulveda Gilberto,20,9,0,2,0
9,Mexico,Mexico,Guadalajara Chivas,23,Mexico,Villanueva Lopez Carlos Octavio,25,2,0,0,0
10,Mexico,Mexico,Guadalajara Chivas,26,Mexico,Beltran Cruz Fernando,21,7,0,0,0
11,Mexico,Mexico,Guadalajara Chivas,182,Mexico,Cortes Leopoldo Alberto,20,0,0,0,0
12,Mexico,Mexico,Guadalajara Chivas,10,Mexico,Lopez Javier Eduardo,25,13,4,0,0
13,Mexico,Mexico,Guadalajara Chivas,196,Mexico,Martinez Sebastian,18,0,0,0,0
14,Mexico,Mexico,Guadalajara Chivas,20,Mexico,Molina Jesus,31,17,1,6,0
15,Mexico,Mexico,Guadalajara Chivas,183,Mexico,Ortiz Cristian,20,0,0,0,0
16,Mexico,Mexico,Guadalajara Chivas,25,Mexico,Perez Michael,26,6,0,2,0
17,Mexico,Mexico,Guadalajara Chivas,16,Mexico,Ponce Miguel,30,15,2,4,1
18,Mexico,Mexico,Guadalajara Chivas,197,Mexico,Reyes Rodrigo,18,0,0,0,0
19,Mexico,Mexico,Guadalajara Chivas,187,Mexico,Torres Alan,19,0,0,0,0
20,Mexico,Mexico,Guadalajara Chivas,2,Mexico,Van Rankin Galland Jose Carlos,26,8,0,2,0
21,Mexico,Mexico,Guadalajara Chivas,6,Mexico,Villalpando Dieter,28,10,1,2,0
22,Mexico,Mexico,Guadalajara Chivas,29,USA,Zendejas Alejandro,21,2,0,1,0
23,Mexico,Mexico,Guadalajara Chivas,15,Costa Rica,Alfaro Jose,19,0,0,0,0
24,Mexico,Mexico,Guadalajara Chivas,11,Mexico,Brizuela Isaac,29,17,1,3,0
25,Mexico,Mexico,Guadalajara Chivas,30,Mexico,Gonzalez Jose,20,1,0,0,0
26,Mexico,Mexico,Guadalajara Chivas,33,Mexico,Huerta Valera Cesar Saul,18,4,0,2,1
27,Mexico,Mexico,Guadalajara Chivas,19,Mexico,Madrigal Guillermo,26,0,0,0,0
28,Mexico,Mexico,Guadalajara Chivas,24,Mexico,Peralta Oribe,35,12,0,1,0
29,Mexico,Mexico,Guadalajara Chivas,9,Mexico,Pulido Alan,28,17,10,0,0
30,Mexico,Mexico,Guadalajara Chivas,17,Mexico,Sanchez Jesus,30,10,0,1,0
31,Mexico,Mexico,Guadalajara Chivas,13,Mexico,Sandoval Contreras Walter Gael,24,7,0,6,1
32,Mexico,Mexico,Guadalajara Chivas,7,Mexico,Vega Ernesto Alexis,21,16,3,1,1
0,Mexico,Mexico,Atlas,23,Mexico,Hernandez Edgar,37,0,0,0,0
1,Mexico,Mexico,Atlas,1,Mexico,Hernandez Jose,22,0,0,0,0
2,Mexico,Mexico,Atlas,12,Colombia,Vargas Camilo,30,17,0,3,0
3,Mexico,Mexico,Atlas,27,Mexico,Angulo Jesus,21,14,0,3,0
4,Mexico,Mexico,Atlas,15,Mexico,Barbosa Diego,23,5,0,2,0
5,Mexico,Mexico,Atlas,203,Mexico,Gomez Molina Jesus Alejandro,17,1,0,0,0
6,Mexico,Mexico,Atlas,3,Mexico,Govea Solorzano Ismael,22,12,2,1,0
7,Mexico,Mexico,Atlas,2,Argentina,Nervo Hugo,28,16,0,4,1
8,Mexico,Mexico,Atlas,207,Mexico,Robles Carlos,19,1,0,0,0
9,Mexico,Mexico,Atlas,5,Peru,Santamaria Anderson,27,9,0,7,1
10,Mexico,Mexico,Atlas,4,Colombia,Segura Portocarrero Jorge Andres,22,10,1,4,1
11,Mexico,Mexico,Atlas,14,Mexico,Vazquez Velez Brayton Josue,21,2,0,0,0
12,Mexico,Mexico,Atlas,11,Argentina,Alvarez Ricardo,31,3,0,0,0
13,Mexico,Mexico,Atlas,8,Colombia,Andrade Andres,30,13,0,1,0
14,Mexico,Mexico,Atlas,13,Mexico,Cardona Ulises,21,3,0,0,0
15,Mexico,Mexico,Atlas,17,Colombia,Cuero Mauricio,26,11,1,1,0
16,Mexico,Mexico,Atlas,26,Mexico,Isijara Jesus,30,14,3,1,0
17,Mexico,Mexico,Atlas,10,Paraguay,Martinez Osvaldo,33,17,2,2,0
18,Mexico,Mexico,Atlas,21,Chile,Reyes Lorenzo,28,16,0,2,0
19,Mexico,Mexico,Atlas,184,Peru,Ruiz Marco,?,0,0,0,0
20,Mexico,Mexico,Atlas,6,Mexico,Zaldivar Valverde Edgar,23,12,0,3,0
21,Mexico,Mexico,Atlas,20,Ecuador,Balda Manu,27,2,1,1,0
22,Mexico,Mexico,Atlas,31,Uruguay,Barcelo Facundo,26,13,4,1,0
23,Mexico,Mexico,Atlas,29,Argentina,Correa Marcelo Javier,27,12,1,2,0
24,Mexico,Mexico,Atlas,199,Mexico,Herrera Jonathan,18,1,0,0,0
25,Mexico,Mexico,Atlas,28,Mexico,Jimenez Eleuterio,21,0,0,0,0
26,Mexico,Mexico,Atlas,24,Mexico,Lozano Silva Jose,21,0,0,0,0
27,Mexico,Mexico,Atlas,211,Mexico,Perez Valle Joel Gustavo,19,0,0,0,0
28,Mexico,Mexico,Atlas,25,Mexico,Rivera Edson,28,5,1,0,0
29,Mexico,Mexico,Atlas,7,Mexico,Torres Ramirez Ian Jairo Misael,19,14,0,2,0
30,Mexico,Mexico,Atlas,186,Mexico,Trejo Christopher,19,11,1,0,0
0,Mexico,Mexico,Cruz Azul,12,Mexico,Allison Revuelta Guillermo,29,0,0,0,0
1,Mexico,Mexico,Cruz Azul,1,Mexico,Corona Jose,38,17,0,2,0
2,Mexico,Mexico,Cruz Azul,30,Mexico,Gudino Portillo Andres Guillermo,22,0,0,0,0
3,Mexico,Mexico,Cruz Azul,23,Paraguay,Aguilar Pablo,32,17,4,6,0
4,Mexico,Mexico,Cruz Azul,16,Mexico,Aldrete Adrian,31,14,0,6,1
5,Mexico,Mexico,Cruz Azul,4,Mexico,Dominguez Julio,32,16,1,1,1
6,Mexico,Mexico,Cruz Azul,24,Paraguay,Escobar Juan,24,13,0,2,0
7,Mexico,Mexico,Cruz Azul,24,Mexico,Garcia Jorge,17,0,0,0,0
8,Mexico,Mexico,Cruz Azul,5,Chile,Lichnovsky Igor,25,13,1,4,0
9,Mexico,Mexico,Cruz Azul,8,Mexico,Salas Javier,26,4,0,1,0
10,Mexico,Mexico,Cruz Azul,25,Mexico,Alvarado Roberto,21,16,2,3,0
11,Mexico,Mexico,Cruz Azul,3,Portugal,Antunes Eustaquio Stephen,22,1,0,0,0
12,Mexico,Mexico,Cruz Azul,22,Mexico,Baca Rafael,30,10,0,1,0
13,Mexico,Mexico,Cruz Azul,14,Mexico,Dominguez Gonzalez Josue Misael,20,5,0,0,0
14,Mexico,Mexico,Cruz Azul,10,Argentina,Fernandez Guillermo,28,11,0,3,0
15,Mexico,Mexico,Cruz Azul,20,Mexico,Gutierrez Torres Alexis Hazael,19,0,0,0,0
16,Mexico,Mexico,Cruz Azul,11,Mexico,Hernandez Elias,31,11,1,0,0
17,Mexico,Mexico,Cruz Azul,17,Spain,Mendez Edgar,28,10,0,2,0
18,Mexico,Mexico,Cruz Azul,31,Mexico,Pineda Orbelin,23,17,2,1,0
19,Mexico,Mexico,Cruz Azul,19,Peru,Yotun Yoshimar,29,13,1,4,0
20,Mexico,Mexico,Cruz Azul,9,Argentina,Caraglio Milton,30,14,3,3,0
21,Mexico,Mexico,Cruz Azul,7,Uruguay,Cauteruccio Martin,?,3,0,0,0
22,Mexico,Mexico,Cruz Azul,29,Mexico,Gimenez Santiago Tomas,18,3,0,1,0
23,Mexico,Mexico,Cruz Azul,27,Mexico,Maduena Jose,29,7,0,0,0
24,Mexico,Mexico,Cruz Azul,21,Uruguay,Rodriguez Portillo Jonathan Javier,26,14,7,1,1
0,Mexico,Mexico,Atl. San Luis,1,Mexico,Rodriguez Rangel Carlos Felipe,30,17,0,0,0
1,Mexico,Mexico,Atl. San Luis,23,Mexico,Salcedo Reynoso Roberto Alejandro,27,0,0,0,0
2,Mexico,Mexico,Atl. San Luis,13,Argentina,Werner Axel,23,0,0,0,0
3,Mexico,Mexico,Atl. San Luis,20,Spain,Bilbao Arteta Unai,25,12,1,2,0
4,Mexico,Mexico,Atl. San Luis,4,Argentina,Catalan Matias,27,17,1,2,0
5,Mexico,Mexico,Atl. San Luis,194,Argentina,Chavez Leonardo,?,0,0,0,0
6,Mexico,Mexico,Atl. San Luis,33,Mexico,De Luna Mario,31,7,0,2,0
7,Mexico,Mexico,Atl. San Luis,5,Spain,Mario,37,10,0,2,1
8,Mexico,Mexico,Atl. San Luis,201,Mexico,Nava Ramirez Diego Saul,19,0,0,0,0
9,Mexico,Mexico,Atl. San Luis,28,Mexico,Nicho,29,8,0,2,0
10,Mexico,Mexico,Atl. San Luis,199,Mexico,Perea Oswaldo,19,0,0,0,0
11,Mexico,Mexico,Atl. San Luis,32,Argentina,Benitez Oscar Junior,26,11,1,2,0
12,Mexico,Mexico,Atl. San Luis,7,Argentina,Berterame German,21,12,2,3,0
13,Mexico,Mexico,Atl. San Luis,2,Mexico,Castro Juan,27,12,3,1,0
14,Mexico,Mexico,Atl. San Luis,10,Argentina,Centurion Ricardo,26,9,0,1,0
15,Mexico,Mexico,Atl. San Luis,207,Mexico,Gonzalez Roman,19,0,0,0,0
16,Mexico,Mexico,Atl. San Luis,14,Mexico,Gutierrez Carlos,20,3,0,0,0
17,Mexico,Mexico,Atl. San Luis,18,Mexico,Gutierrez Carlos,20,0,0,0,0
18,Mexico,Mexico,Atl. San Luis,210,Mexico,Hernandez Julio,20,0,0,0,0
19,Mexico,Mexico,Atl. San Luis,25,Argentina,Laso Joaquin,29,11,0,5,0
20,Mexico,Mexico,Atl. San Luis,27,Mexico,Macias Oscar,21,11,1,0,0
21,Mexico,Mexico,Atl. San Luis,8,Mexico,Madrigal Fernando,?,1,0,0,0
22,Mexico,Mexico,Atl. San Luis,6,Mexico,Maya Noe,?,9,0,3,1
23,Mexico,Mexico,Atl. San Luis,18,Uruguay,Mayada Camilo,28,15,0,1,1
24,Mexico,Mexico,Atl. San Luis,3,Mexico,Portales Juan,23,2,0,0,0
25,Mexico,Mexico,Atl. San Luis,15,Mexico,Sanchez Lopez Jorge Alberto,26,13,0,0,1
26,Mexico,Mexico,Atl. San Luis,17,Paraguay,Valdez Diego,26,3,1,0,0
27,Mexico,Mexico,Atl. San Luis,200,Mexico,Velazquez Covarrubias Sergio Alexis,20,0,0,0,0
28,Mexico,Mexico,Atl. San Luis,22,Spain,Gonzalez Nieto Ian,26,16,2,3,0
29,Mexico,Mexico,Atl. San Luis,29,Mexico,Hernandez Diego,20,0,0,0,0
30,Mexico,Mexico,Atl. San Luis,9,Argentina,Ibanez Nicolas,25,16,9,1,0
31,Mexico,Mexico,Atl. San Luis,19,Mexico,Pineda Diego,24,3,0,0,0
32,Mexico,Mexico,Atl. San Luis,202,Mexico,Saenz Luna Eliud Josue,20,0,0,0,0
0,Mexico,Mexico,Juarez,12,Mexico,Canales Marco,18,0,0,0,0
1,Mexico,Mexico,Juarez,1,Mexico,Palos Enrique,33,0,0,0,0
2,Mexico,Mexico,Juarez,31,Mexico,Vazquez Ivan,36,17,0,3,0
3,Mexico,Mexico,Juarez,5,Mexico,Borelli Cap Eder Nicolas,28,6,0,1,0
4,Mexico,Mexico,Juarez,14,Brazil,Elsinho,28,8,0,1,0
5,Mexico,Mexico,Juarez,16,Mexico,Esquivel Joaquin,21,12,1,2,1
6,Mexico,Mexico,Juarez,33,Mexico,Gandara Jimenez Cesar Ronaldo,21,0,0,0,0
7,Mexico,Mexico,Juarez,13,Mexico,Jimenez Israel,30,16,0,3,0
8,Mexico,Mexico,Juarez,2,Uruguay,Lacerda Jonathan,32,11,0,5,0
9,Mexico,Mexico,Juarez,3,Mexico,Lopez Lopez Luis Alberto,26,1,0,1,0
10,Mexico,Mexico,Juarez,27,Mexico,Perez Christian,29,0,0,0,0
11,Mexico,Mexico,Juarez,24,Mexico,Rodriguez Jose,21,0,0,0,0
12,Mexico,Mexico,Juarez,25,Paraguay,Velazquez Ramos Victor Gustavo,28,16,0,4,0
13,Mexico,Mexico,Juarez,26,Mexico,Acosta Alberto,31,13,0,1,0
14,Mexico,Mexico,Juarez,10,Mexico,Brambila Edy,33,12,0,3,0
15,Mexico,Mexico,Juarez,209,Mexico,Guerrero Owen,18,0,0,0,0
16,Mexico,Mexico,Juarez,19,Argentina,Hachen Gabriel,29,14,0,0,0
17,Mexico,Mexico,Juarez,15,Ecuador,Intriago Jefferson,23,12,1,2,0
18,Mexico,Mexico,Juarez,185,Mexico,Mauri Moguel Carlos Daniel,20,0,0,0,0
19,Mexico,Mexico,Juarez,21,Mexico,Nevarez Pulgarin Francisco Javier,18,1,0,0,0
20,Mexico,Mexico,Juarez,27,Uruguay,Rolan Diego,26,10,4,2,0
21,Mexico,Mexico,Juarez,17,Mexico,Santos Flavio,32,17,0,0,0
22,Mexico,Mexico,Juarez,20,Mexico,Viniegra Manuel,31,0,0,0,0
23,Mexico,Mexico,Juarez,196,Mexico,Alderete Martinez Roberto David,20,0,0,0,0
24,Mexico,Mexico,Juarez,9,Brazil,Carrijo Leandro,34,4,1,0,0
25,Mexico,Mexico,Juarez,11,Argentina,Fernandez Mauro Raul,30,14,2,1,0
26,Mexico,Mexico,Juarez,29,Mexico,Gurrola Castro Jose De Jesus,21,0,0,0,0
27,Mexico,Mexico,Juarez,8,Paraguay,Lezcano Dario,29,14,5,5,1
28,Mexico,Mexico,Juarez,7,Brazil,Lucas,25,5,0,0,0
29,Mexico,Mexico,Juarez,22,Mexico,Perez Eduardo,26,3,0,0,0
30,Mexico,Mexico,Juarez,18,Chile,Sagal Angelo,26,13,2,3,1
0,Mexico,Mexico,Toluca,22,Mexico,Garcia Palomera Luis Manuel,26,0,0,0,0
